shelfmark,iiif_url,url,orig_shelfmark
Bodl. MS heb. d 59/5,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-59-5.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_82#MS_Heb_d_59-part1,MS. Heb. d. 59/5
Bodl. MS heb. d 37/40,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-37-40.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_63#MS_Heb_d_37-part11,MS. Heb. d. 37/40
Bodl. MS heb. d 35/92,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-35-92.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_61#MS_Heb_d_35-part11,MS. Heb. d. 35/92
Bodl. MS heb. d 43/2,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-43-2.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_68#MS_Heb_d_43-part1,MS. Heb. d. 43/2
Bodl. MS heb. d 58/58,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-58-58.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_81#MS_Heb_d_58-part19,MS. Heb. d. 58/58
Bodl. MS heb. d 46/46,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-46-46.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_71#MS_Heb_d_46-part6,MS. Heb. d. 46/46
Bodl. MS heb. d 50/38,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-50-38.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_75#MS_Heb_d_50-part15,MS. Heb. d. 50/38
Bodl. MS heb. d 28/24,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-28-24.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_55#MS_Heb_d_28-part8,MS. Heb. d. 28/24
Bodl. MS heb. d 20/2,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-20-2.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_47#MS_Heb_d_20-part1,MS. Heb. d. 20/2
Bodl. MS heb. d 34/107,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-34-107.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_60#MS_Heb_d_34-part23,MS. Heb. d. 34/107
Bodl. MS heb. d 67/117,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-67-117.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_90#MS_Heb_d_67,MS. Heb. d. 67/117
Bodl. MS heb. d 20/44,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-20-44.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_47#MS_Heb_d_20-part2,MS. Heb. d. 20/44
Bodl. MS heb. d 67/35,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-67-35.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_90#MS_Heb_d_67,MS. Heb. d. 67/35
Bodl. MS heb. d 63/76,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-63-76.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_86#MS_Heb_d_63-part37,MS. Heb. d. 63/76
Bodl. MS heb. d 29/1,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-29-1.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_56#MS_Heb_d_29-part1,MS. Heb. d. 29/1
Bodl. MS heb. d 38/24,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-38-24.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_64#MS_Heb_d_38,MS. Heb. d. 38/24
Bodl. MS heb. d 66/117,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-66-117.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_89#MS_Heb_d_66-part114,MS. Heb. d. 66/117
Bodl. MS heb. d 32/79,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-32-79.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_58#MS_Heb_d_32-part11,MS. Heb. d. 32/79
Bodl. MS heb. d 51/42,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-51-42.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_76#MS_Heb_d_51-part6,MS. Heb. d. 51/42
Bodl. MS heb. d 32/96,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-32-96.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_58#MS_Heb_d_32-part11,MS. Heb. d. 32/96
Bodl. MS heb. d 61/4,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-61-4.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_84#MS_Heb_d_61-part1,MS. Heb. d. 61/4
Bodl. MS heb. d 59/22,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-59-22.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_82#MS_Heb_d_59-part3,MS. Heb. d. 59/22
Bodl. MS heb. d 63/99,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-63-99.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_86#MS_Heb_d_63-part50,MS. Heb. d. 63/99
Bodl. MS heb. d 33/6,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-33-6.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_59#MS_Heb_d_33-part2,MS. Heb. d. 33/6
Bodl. MS heb. d 41/42,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-41-42.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_66#MS_Heb_d_41-part9,MS. Heb. d. 41/42
Bodl. MS heb. d 68/7,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-68-7.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_91#MS_Heb_d_68-part3,MS. Heb. d. 68/7
Bodl. MS heb. d 49/22,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-49-22.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_74#MS_Heb_d_49-part8,MS. Heb. d. 49/22
Bodl. MS heb. d 37/17,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-37-17.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_63#MS_Heb_d_37-part17,MS. Heb. d. 37/17
Bodl. MS heb. d 66/18,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-66-18.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_89#MS_Heb_d_66-part18,MS. Heb. d. 66/18
Bodl. MS heb. d 64/25,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-64-25.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_87#MS_Heb_d_64-part8,MS. Heb. d. 64/25
Bodl. MS heb. d 54/1,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-54-1.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_77#MS_Heb_d_54-part1,MS. Heb. d. 54/1
Bodl. MS heb. d 33/54,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-33-54.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_59#MS_Heb_d_33-part15,MS. Heb. d. 33/54
Bodl. MS heb. d 76/18,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-76-18.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_95#MS_Heb_d_76-part8,MS. Heb. d. 76/18
Bodl. MS heb. d 74/25,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-74-25.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_93#MS_Heb_d_74-part19,MS. Heb. d. 74/25
Bodl. MS heb. d 46/11,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-46-11.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_71#MS_Heb_d_46-part5,MS. Heb. d. 46/11
Bodl. MS heb. d 46/109,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-46-109.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_71#MS_Heb_d_46-part18,MS. Heb. d. 46/109
Bodl. MS heb. d 56/11,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-56-11.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_79#MS_Heb_d_56-part4,MS. Heb. d. 56/11
Bodl. MS heb. d 47/5,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-47-5.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_72#MS_Heb_d_47-part4,MS. Heb. d. 47/5
Bodl. MS heb. d 66/101,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-66-101.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_89#MS_Heb_d_66-part99,MS. Heb. d. 66/101
Bodl. MS heb. d 38/32,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-38-32.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_64#MS_Heb_d_38,MS. Heb. d. 38/32
Bodl. MS heb. d 64/7,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-64-7.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_87#MS_Heb_d_64-part2,MS. Heb. d. 64/7
Bodl. MS heb. d 24/11,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-24-11.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_51#MS_Heb_d_24,MS. Heb. d. 24/11
Bodl. MS heb. d 36/5,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-36-5.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_62#MS_Heb_d_36-part2,MS. Heb. d. 36/5
Bodl. MS heb. d 63/60,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-63-60.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_86#MS_Heb_d_63-part34,MS. Heb. d. 63/60
Bodl. MS heb. d 67/23,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-67-23.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_90#MS_Heb_d_67,MS. Heb. d. 67/23
Bodl. MS heb. d 20/52,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-20-52.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_47#MS_Heb_d_20-part2,MS. Heb. d. 20/52
Bodl. MS heb. d 34/111,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-34-111.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_60#MS_Heb_d_34-part26,MS. Heb. d. 34/111
Bodl. MS heb. d 67/101,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-67-101.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_90#MS_Heb_d_67,MS. Heb. d. 67/101
Bodl. MS heb. d 34/11,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-34-11.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_60#MS_Heb_d_34-part3,MS. Heb. d. 34/11
Bodl. MS heb. d 25/1,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-25-1.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_52#MS_Heb_d_25-part1,MS. Heb. d. 25/1
Bodl. MS heb. d 55/17,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-55-17.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_78#MS_Heb_d_55-part4,MS. Heb. d. 55/17
Bodl. MS heb. d 49/34,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-49-34.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_74#MS_Heb_d_49-part14,MS. Heb. d. 49/34
Bodl. MS heb. d 64/108,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-64-108.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_87#MS_Heb_d_64-part31,MS. Heb. d. 64/108
Bodl. MS heb. d 77/3,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-77-3.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_96#MS_Heb_d_77-part3,MS. Heb. d. 77/3
Bodl. MS heb. d 41/54,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-41-54.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_66#MS_Heb_d_41-part9,MS. Heb. d. 41/54
Bodl. MS heb. d 59/34,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-59-34.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_82#MS_Heb_d_59-part5,MS. Heb. d. 59/34
Bodl. MS heb. d 45/17,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-45-17.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_70#MS_Heb_d_45-part7,MS. Heb. d. 45/17
Bodl. MS heb. d 32/80,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-32-80.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_58#MS_Heb_d_32-part11,MS. Heb. d. 32/80
Bodl. MS heb. d 51/54,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-51-54.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_76#MS_Heb_d_51-part9,MS. Heb. d. 51/54
Bodl. MS heb. d 74/33,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-74-33.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_93#MS_Heb_d_74-part23,MS. Heb. d. 74/33
Bodl. MS heb. d 68/10,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-68-10.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_91#MS_Heb_d_68-part3,MS. Heb. d. 68/10
Bodl. MS heb. d 33/42,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-33-42.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_59#MS_Heb_d_33-part12,MS. Heb. d. 33/42
Bodl. MS heb. d 19/7,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-19-7.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_46#MS_Heb_d_19-part2,MS. Heb. d. 19/7
Bodl. MS heb. d 78/10,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-78-10.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_97#MS_Heb_d_78-part1,MS. Heb. d. 78/10
Bodl. MS heb. d 64/33,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-64-33.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_87#MS_Heb_d_64-part11,MS. Heb. d. 64/33
Bodl. MS heb. d 42/6,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-42-6.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_67#MS_Heb_d_42-part3,MS. Heb. d. 42/6
Bodl. MS heb. d 62/123,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-62-123.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_85#MS_Heb_d_62-part43,MS. Heb. d. 62/123
Bodl. MS heb. d 58/1,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-58-1.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_81#MS_Heb_d_58-part1,MS. Heb. d. 58/1
Bodl. MS heb. d 48/19,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-48-19.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_73#MS_Heb_d_48-part8,MS. Heb. d. 48/19
Bodl. MS heb. d 19/16,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-19-16.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_46#MS_Heb_d_19-part7,MS. Heb. d. 19/16
Bodl. MS heb. d 42/44,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-42-44.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_67#MS_Heb_d_42-part13,MS. Heb. d. 42/44
Bodl. MS heb. d 51/2,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-51-2.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_76#MS_Heb_d_51-part1,MS. Heb. d. 51/2
Bodl. MS heb. d 58/19,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-58-19.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_81#MS_Heb_d_58-part4,MS. Heb. d. 58/19
Bodl. MS heb. d 34/46,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-34-46.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_60#MS_Heb_d_34-part8,MS. Heb. d. 34/46
Bodl. MS heb. d 57/92,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-57-92.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_80#MS_Heb_d_57-part23,MS. Heb. d. 57/92
Bodl. MS heb. d 57/103,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-57-103.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_80#MS_Heb_d_57-part25,MS. Heb. d. 57/103
Bodl. MS heb. d 67/74,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-67-74.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_90#MS_Heb_d_67,MS. Heb. d. 67/74
Bodl. MS heb. d 63/37,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-63-37.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_86#MS_Heb_d_63-part20,MS. Heb. d. 63/37
Bodl. MS heb. d 32/2,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-32-2.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_58#MS_Heb_d_32-part1,MS. Heb. d. 32/2
Bodl. MS heb. d 32/38,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-32-38.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_58#MS_Heb_d_32-part6,MS. Heb. d. 32/38
Bodl. MS heb. d 28/5,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-28-5.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_55#MS_Heb_d_28-part1,MS. Heb. d. 28/5
Bodl. MS heb. d 45/40,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-45-40.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_70#MS_Heb_d_45-part15,MS. Heb. d. 45/40
Bodl. MS heb. d 73/4,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-73-4.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_92#MS_Heb_d_73-part3,MS. Heb. d. 73/4
Bodl. MS heb. d 21/6,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-21-6.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_48#MS_Heb_d_21-part4,MS. Heb. d. 21/6
Bodl. MS heb. d 55/40,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-55-40.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_78#MS_Heb_d_55-part14,MS. Heb. d. 55/40
Bodl. MS heb. d 54/82,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-54-82.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_77#MS_Heb_d_54-part16,MS. Heb. d. 54/82
Bodl. MS heb. d 29/48,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-29-48.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_56#MS_Heb_d_29-part13,MS. Heb. d. 29/48
Bodl. MS heb. d 37/56,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-37-56.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_63#MS_Heb_d_37-part18,MS. Heb. d. 37/56
Bodl. MS heb. d 46/1,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-46-1.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_71#MS_Heb_d_46-part1,MS. Heb. d. 46/1
Bodl. MS heb. d 64/64,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-64-64.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_87#MS_Heb_d_64-part18,MS. Heb. d. 64/64
Bodl. MS heb. d 66/59,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-66-59.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_89#MS_Heb_d_66-part59,MS. Heb. d. 66/59
Bodl. MS heb. d 81/32,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-81-32.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_100#MS_Heb_d_81-part12,MS. Heb. d. 81/32
Bodl. MS heb. d 60/27,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-60-27.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_83#MS_Heb_d_60-part9,MS. Heb. d. 60/27
Bodl. MS heb. d 44/82,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-44-82.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_69#MS_Heb_d_44-part16,MS. Heb. d. 44/82
Bodl. MS heb. d 33/15,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-33-15.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_59#MS_Heb_d_33-part6,MS. Heb. d. 33/15
Bodl. MS heb. d 76/59,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-76-59.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_95#MS_Heb_d_76-part38,MS. Heb. d. 76/59
Bodl. MS heb. d 68/47,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-68-47.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_91#MS_Heb_d_68-part15,MS. Heb. d. 68/47
Bodl. MS heb. d 55/5,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-55-5.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_78#MS_Heb_d_55-part1,MS. Heb. d. 55/5
Bodl. MS heb. d 46/50,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-46-50.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_71#MS_Heb_d_46-part8,MS. Heb. d. 46/50
Bodl. MS heb. d 46/148,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-46-148.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_71#MS_Heb_d_46-part26,MS. Heb. d. 46/148
Bodl. MS heb. d 42/13,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-42-13.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_67#MS_Heb_d_42-part4,MS. Heb. d. 42/13
Bodl. MS heb. d 51/128,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-51-128.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_76#MS_Heb_d_51-part13,MS. Heb. d. 51/128
Bodl. MS heb. d 35/84,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-35-84.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_61#MS_Heb_d_35-part11,MS. Heb. d. 35/84
Bodl. MS heb. d 54/83,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-54-83.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_77#MS_Heb_d_54-part16,MS. Heb. d. 54/83
Bodl. MS heb. d 37/57,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-37-57.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_63#MS_Heb_d_37-part19,MS. Heb. d. 37/57
Bodl. MS heb. d 66/58,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-66-58.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_89#MS_Heb_d_66-part58,MS. Heb. d. 66/58
Bodl. MS heb. d 64/65,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-64-65.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_87#MS_Heb_d_64-part18,MS. Heb. d. 64/65
Bodl. MS heb. d 81/33,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-81-33.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_100#MS_Heb_d_81-part12,MS. Heb. d. 81/33
Bodl. MS heb. d 44/83,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-44-83.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_69#MS_Heb_d_44-part17,MS. Heb. d. 44/83
Bodl. MS heb. d 60/26,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-60-26.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_83#MS_Heb_d_60-part9,MS. Heb. d. 60/26
Bodl. MS heb. d 33/14,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-33-14.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_59#MS_Heb_d_33-part6,MS. Heb. d. 33/14
Bodl. MS heb. d 76/58,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-76-58.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_95#MS_Heb_d_76-part37,MS. Heb. d. 76/58
Bodl. MS heb. d 68/46,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-68-46.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_91#MS_Heb_d_68-part15,MS. Heb. d. 68/46
Bodl. MS heb. d 55/4,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-55-4.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_78#MS_Heb_d_55-part1,MS. Heb. d. 55/4
Bodl. MS heb. d 46/51,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-46-51.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_71#MS_Heb_d_46-part8,MS. Heb. d. 46/51
Bodl. MS heb. d 51/129,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-51-129.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_76#MS_Heb_d_51-part13,MS. Heb. d. 51/129
Bodl. MS heb. d 42/12,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-42-12.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_67#MS_Heb_d_42-part4,MS. Heb. d. 42/12
Bodl. MS heb. d 46/149,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-46-149.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_71#MS_Heb_d_46-part26,MS. Heb. d. 46/149
Bodl. MS heb. d 35/85,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-35-85.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_61#MS_Heb_d_35-part11,MS. Heb. d. 35/85
Bodl. MS heb. d 34/47,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-34-47.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_60#MS_Heb_d_34-part8,MS. Heb. d. 34/47
Bodl. MS heb. d 57/93,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-57-93.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_80#MS_Heb_d_57-part23,MS. Heb. d. 57/93
Bodl. MS heb. d 57/102,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-57-102.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_80#MS_Heb_d_57-part25,MS. Heb. d. 57/102
Bodl. MS heb. d 67/75,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-67-75.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_90#MS_Heb_d_67,MS. Heb. d. 67/75
Bodl. MS heb. d 63/36,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-63-36.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_86#MS_Heb_d_63-part19,MS. Heb. d. 63/36
Bodl. MS heb. d 32/3,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-32-3.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_58#MS_Heb_d_32-part2,MS. Heb. d. 32/3
